entity,year,total_pop,continent,life_expectancy,deaths_neoplasms,daly,percent_prevalence_depressive_disorders,kg_banana_capita_year,kg_dates_capita_year,kg_citrus_other_capita_year,kg_orng_mand_capita_year,kg_apple_prod_capita_year,kg_lemon_lime_capita_year,kg_grape_capita_year,kg_grapefrt_prod_capita_year,kg_pineapple_prod_capita_year,kg_plantains_capita_year,kg_other_frt_capita_year,cal_frm_animl_prot,cal_frm_plnt_prot,cal_frm_fat,cal_frm_carbs,fruit_consumed_kg_pc_year,gdp_capita_year
Belarus,1997,10009393,NA,67.623,21527.371077247462,38652.12693567645,4.13839630018,3.65,0,0,3.18,17.86,0.29,0.11,0,0.04,0,13.68,204.6,178.08,898.29,2001.03,106.3394,6698.74456753512
Belarus,1998,9969986,NA,67.436,21789.898599173655,39176.575956179935,4.1585931487800005,1.49,0,0.02,2.96,6.1,0.51,0.6,0.21,0.08,0,7.97,209.52,171.68,913.41,1924.39,54.63560000000001,7296.05459067832
Belarus,1999,9924440,NA,67.351,22033.810667857848,39680.980361118745,4.17338999808,1.68,0,0.02,1.7,14.33,0.43,0.3,0.06,0.03,0,6.5,198.16,169.76,919.98,1829.1,68.6644,7575.91832595163
Belarus,2000,9871635,NA,67.364,20976.636767093092,38057.13019789218,4.18146174101,3.04,0.01,0.01,2.4,11.03,0.61,0.25,0.08,0.03,0,8.79,178.88,168.12,869.76,1776.24,71.8976,8053.17363808324
Belarus,2001,9811399,NA,67.458,21416.51887868254,38876.12106817457,4.18323934754,1.71,0,0.03,3.29,16.99,0.31,0.69,0.21,0.1,0,11.07,191.92,161.92,939.24,1752.92,94.256,8477.08401148315
Belarus,2002,9745932,NA,67.612,21845.534353025243,39830.03312210322,4.18450869835,1.59,0,0.25,6.84,26.72,0.5,0.5,1.12,0.81,0,16.12,189.76,155.48,921.69,1714.07,149.2478,8961.64111959338
Belarus,2003,9679235,NA,67.809,21121.69113089841,38695.893262201185,4.183275968829999,2.08,0.01,0.09,5.98,28.22,0.33,0.43,1.1,1.54,0,11.61,184.8,156.72,844.02,1635.46,140.8086,9660.19368845286
Belarus,2004,9616628,NA,68.044,20966.412130293254,37896.40687635076,4.18050433005,1.25,0.01,0.09,5.71,26.56,0.46,0.52,0.75,0.98,0,16.37,183.6,165.24,857.43,1694.73,144.39800000000002,10839.9562728165
Belarus,2005,9562083,NA,68.327,21413.936057936695,38088.86051882703,4.17602981518,1.99,0.01,0.03,6.36,23.01,0.48,0.69,0.7,0.79,0,19.37,195.52,160.88,925.38,1705.22,146.3982,11940.1865961058
Belarus,2006,9516884,NA,68.678,20743.473093121785,36842.6249346348,4.1664440118499995,2.49,0.03,0.03,7.61,25.32,0.73,1.07,0.86,0.91,0,28.04,200.6,163.36,1010.88,1709.16,183.7992,13214.87158024
Belarus,2013,9423502,NA,72.659,18865.20271144304,30873.874080535075,4.059204777650001,7.78,0.07,0.06,10.45,26.51,0.82,1.49,1.63,1.18,0,21.81,219.84,155.44,1168.56,1706.16,196.732,18760.16352402
Belarus,2015,9439424,Europe,73.652,18166.4162631655,28880.101460560352,4.03880111366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.62100000000004,18307.5196678406
Belarus,2017,9450233,NA,74.34,18557.941708721675,28326.7731302896,4.02222608312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.019,18280.1989190642
Belgium,1990,10006545,NA,75.862,28915.138369955912,25402.04625482545,3.63173783149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255.16,160.28,1365.48,1732.08,NA,35506.2392661362
Belgium,1991,10039450,NA,76.085,28964.4012481962,25159.5277737121,3.62754267316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261.64,160.36,1409.13,1728.87,NA,36022.9870333569
Belgium,1992,10078098,NA,76.299,29390.56200303159,25002.452285417017,3.6283147582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262.52,166.04,1418.94,1801.5,NA,36426.2880979906
Belgium,1993,10118684,NA,76.507,29532.93265352885,24835.57795273064,3.62928019552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,161.52,1425.24,1745.24,NA,35935.2618401675
Belgium,1994,10155909,NA,76.709,29662.643754043267,24641.620499617587,3.63364572239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257.68,158.92,1418.76,1735.64,NA,36980.7331576015
Belgium,1995,10186304,NA,76.907,29704.796861043687,24282.713601552416,3.63736878859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257.64,155.28,1420.47,1720.61,NA,37783.418562422
Belgium,1996,10208265,NA,77.101,29160.673214390223,23789.92846812239,3.65172622251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,155.32,1433.34,1750.34,NA,38207.9791308757
Belgium,1997,10223785,NA,77.292,29131.902061180055,23613.310822293824,3.67860583883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,158.24,1448.19,1807.57,NA,39561.6072371458
Belgium,1998,10237298,NA,77.481,28935.134965261863,23419.15492641038,3.71598318644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256.48,157.96,1437.66,1801.9,NA,40251.6898056164
Belgium,1999,10255161,NA,77.672,28678.028653800768,23267.027127677015,3.7514346168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264.56,159.12,1434.87,1811.45,NA,41582.292537444
Belgium,2000,10282046,NA,77.867,28567.619574365395,23213.499523994044,3.78613871536,0.94,0.19,0.27,4.42,31.23,1.71,3.72,3.94,1.71,0.14,24.52,233.96,152.36,1453.77,1868.91,199.44460000000004,43023.30716339
Belgium,2001,10319026,NA,78.071,28374.498632921215,22945.127101568825,3.82088309145,0.54,0.22,0.17,3.84,28.36,1.64,4.07,3.31,1.63,0.14,26.32,251.92,151.4,1484.46,1859.22,192.4576,43347.0501969365
Belgium,2002,10364879,NA,78.285,28503.28267660546,22727.57204215383,3.85991490535,0.64,0.15,0.08,4.86,22.82,2.64,4.02,3.03,1.38,0.08,31.1,247.6,154.96,1492.29,1854.15,194.0194,43889.7485927091
Belgium,2003,10419029,NA,78.509,28176.28696607491,22429.943237607957,3.900359671,0.78,0.14,0.1,5.28,28.23,2.29,3.63,2.95,1.44,0,29.56,240,157.88,1458.54,1860.58,203.8286,44160.0566799357
Belgium,2004,10480118,NA,78.74,28032.225732214927,21977.020061374333,3.93503174826,12.16,0.13,0.07,6.74,30.84,1.98,2.81,2.3,1.34,0,28.33,240.12,156.88,1447.11,1877.89,237.5854,45539.5854609401
Belgium,2005,10546885,NA,78.975,28376.138832708883,21818.477233592035,3.96870500777,2.4,0.19,0.05,5.96,30.42,1.98,3.59,3.29,1.11,0,20.93,241.96,155.08,1470.06,1848.9,191.60820000000004,46341.2896407062
Belgium,2006,10619484,NA,79.211,28131.32205448183,21453.310502909782,4.0001562239399995,10.45,0.16,0.12,11.2,36.67,1.61,4.09,2.65,1.66,0,18.58,243.04,157.44,1472.58,1842.94,238.90060000000005,47211.6639573888
Belgium,2007,10697576,NA,79.441,28935.36087623205,21478.13043537144,4.033785868140001,6.63,0.2,0.15,10.82,32.54,1.62,5.04,3.79,2.98,0.13,20.19,248.24,156.48,1486.8,1821.48,230.434,48589.4600517703
Belgium,2008,10778764,NA,79.662,29694.767614173375,21377.217242684164,4.06748498021,14.86,0.26,0.09,6.57,30.92,0.99,4.42,4.63,6.34,0.68,20.59,235.96,157.56,1461.24,1847.24,247.559,48422.5782305146
Belgium,2009,10859934,NA,79.873,30165.419391226478,21149.887704220753,4.09109576729,6.53,0.13,0.02,6.45,25.42,1.04,4.81,3.21,4.36,0.54,25.56,224.16,160.28,1434.69,1877.87,213.9118,47063.8790649801
Belgium,2010,10938735,NA,80.072,30628.516609028717,20923.355836148658,4.10186510113,12.07,0.05,0.01,7.67,20.28,1.54,5.97,1.93,2.93,0.36,17.85,228.12,159.56,1451.43,1867.89,193.6084,47971.6303134944
Belgium,2011,11013860,NA,80.261,30952.56554087031,20804.93591518478,4.10408840734,6.17,0.17,0.01,7.59,21.03,1.96,4.08,2.25,2.31,2.42,11.79,225.28,161,1509.3,1824.42,163.76980000000003,48153.9390923805
Belgium,2012,11085355,NA,80.444,31360.925771893,20686.311866136104,4.1063562214600005,5.11,0.23,0.02,7.18,23.13,1.73,4.79,1.43,2.52,0.48,15.05,233.68,162.12,1454.04,1865.16,169.03060000000002,48209.991519122
Belgium,2013,11154008,NA,80.622,31434.07951940792,20418.94742862167,4.11006179718,4.26,0.22,0.03,7.27,24.03,1.96,7.09,1.39,2.68,1.46,20.98,232.48,165.88,1460.88,1873.76,195.5538,48203.6526833001
Belgium,2014,11221225,NA,80.797,30838.18379463343,19996.095556695316,4.11047190159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.27460000000002,48747.6770466387
Belgium,2015,11287931,Europe,80.969,31240.653571572224,19910.44664884701,4.1104522468599995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.1818,49455.4413365318
Belgium,2016,11354407,NA,81.139,30754.45780050215,19635.237245155746,4.1095512464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327.5944,49828.9629137518
Belgium,2017,11419752,NA,81.305,30781.958429741488,19465.35103158228,4.10918615476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.7218,50442.2705419623
Belize,1990,187554,NA,71.242,93.78120153504976,33336.85726500501,2.71749724244,2.38,0,0,83.62,0.63,NA,1,147.69,3.96,5.66,21.3,115.2,146.68,585.45,1636.67,729.5250000000001,4854.98936338819
Belize,1991,191136,NA,70.996,94.87862076014696,32859.70233815594,2.72555256403,2.87,0,0,74.35,0.2,NA,0.49,111.68,5.74,15.13,19.75,99.24,153.64,597.24,1670.88,630.748,5310.15119163882
Belize,1992,194324,NA,70.662,97.32939161479302,32710.277653674497,2.7358033269799997,2.73,0.01,0,94.69,5.74,NA,1.9,148.19,10.98,12.7,24.9,101.96,162.52,655.38,1787.14,827.0142000000001,5852.84546198373
Belize,1993,197625,NA,70.268,101.01847831645578,32713.050418641047,2.74532903895,5.86,0,0.01,81.46,3.32,NA,1.17,129.16,12.56,17.38,22.76,103.24,160.76,636.93,1789.07,749.9106,6116.26002780321
Belize,1994,201679,NA,69.845,106.24398346651854,32778.7028739623,2.75567610676,6.42,0,0,77.56,3.6,NA,1.36,89.99,7.6,13.37,21.64,105.76,155.08,648.45,1739.71,606.9922,6002.80986195586
Belize,1995,206962,NA,69.439,111.56041745331748,32899.289389824946,2.76562546893,8.22,0.01,0.01,83.54,2.9,NA,1.11,111.68,7.59,13.74,21.65,106.4,156.48,661.23,1768.89,686.2056,5887.27953790811
Belize,1996,213660,NA,69.1,121.37679309130937,33779.94217868439,2.77503159845,8.7,0,0,69.68,1.81,NA,0.98,96.25,7.93,20.96,18.44,102.08,158.12,628.11,1758.69,615.8424,5784.21826657588
Belize,1997,221575,NA,68.858,130.68758487872068,34249.3314120994,2.78803160753,7.69,0,0,81.32,7.9,NA,1.31,89.58,7.47,12.42,22.78,109.32,161.44,650.52,1738.72,631.4878,5775.30362249421
Belize,1998,230248,NA,68.734,140.23059215207303,36740.9780840076,2.80300330683,6.87,0,0,86.36,3.8,NA,1.7,89.58,5.35,12.75,23.09,106.28,164.12,603.45,1777.15,628.83,5765.64783209208
Belize,1999,238979,NA,68.734,146.59507038079107,35296.65046140062,2.81457630243,7.39,0,0,92.45,3.55,NA,1.72,90.62,7.44,23.16,21.1,107.12,165.08,575.55,1792.25,677.9856000000001,6042.66761428571
Belize,2000,247310,NA,68.847,147.0859386189518,35649.708959883355,2.82419686264,7.49,0,0,88.74,2.54,NA,1.2,82.18,10.21,28.93,21.61,117.6,167.6,606.51,1796.29,665.546,6599.3393519209
Belize,2001,255068,NA,69.04,149.7073378236245,34669.99006713103,2.83040858858,8.31,0,0,85.15,2.48,NA,0.41,112.06,8.86,29.76,20.63,125.88,173.84,594,1863.28,733.3884000000002,6698.17747351246
Belize,2002,262387,NA,69.272,158.42017968459382,33918.49092960013,2.83958305425,8.19,0,0.02,83.72,3.93,NA,0.35,90.66,8.32,28.4,20.81,129.6,180.76,625.23,1842.41,669.6834,6819.48232025267
Belize,2003,269428,NA,69.511,165.09465767147523,33517.28844472176,2.8463173050500004,7.74,0.01,0,92.34,4.13,NA,2.17,80.76,7.25,27.83,27.2,127.36,187.24,641.79,1849.61,683.4382,7261.13776382502
Belize,2004,276516,NA,69.749,168.26725664830116,32949.93526567303,2.85272546474,7.57,0,0.01,64.46,2.31,NA,0.51,85.58,8.37,32.82,18.91,125.84,185.12,597.78,1867.26,604.3070000000001,7413.90025955941
Belize,2005,283798,NA,69.998,172.3635073651861,32336.105563270652,2.85541126259,11.43,0,0,41.5,3.77,NA,0.76,145.41,8.67,19.5,22.4,121,184.56,643.05,1869.39,694.453,7363.87063594467
Belize,2006,291338,NA,70.286,178.46023608794334,31793.184884408216,2.8555518811900003,8.25,0,0,40.67,2.86,NA,0.97,146.63,3.86,26.23,16.72,116.68,176.16,647.82,1859.34,674.5332000000001,7519.43495574939
Belize,2007,299031,NA,70.636,182.4855310879336,31093.33647388067,2.85107642804,10.04,0,0,69.81,2.24,NA,0.64,149.81,7.52,9.81,17.13,114.68,175.96,615.51,1886.85,731.6348,7363.42384655311
Belize,2008,306822,NA,71.059,188.09008982412135,30760.438705022592,2.84610996845,7,0,0,91.9,2.15,NA,0.9,149.63,3.3,15.39,17.66,108.72,168.44,621.36,1820.48,788.9556,7426.89145077263
Belize,2009,314655,NA,71.541,195.59749653614853,30708.233265395203,2.8415336838800003,6.64,0,0,84.8,4.18,NA,0.83,99.45,4.01,19.93,19.42,107.4,172.16,635.67,1847.77,655.5998000000001,7257.75547237396
Belize,2010,322465,NA,72.057,202.39174242705332,30738.920330513974,2.83960917439,12.61,0.01,0,76.75,2.67,NA,0.92,130.28,3.72,6.34,15.25,112.6,176.96,660.69,1888.75,681.027,7294.68414297853
Belize,2011,330236,NA,72.57,210.9509705997424,30513.037349502432,2.83792345772,6.6,0.01,0,106.32,1.98,NA,0.9,59.12,3.84,7.24,14.29,110.48,173.96,652.86,1823.7,548.7946000000001,7259.85188640883
Belize,2012,338001,NA,73.044,220.2759508179929,30149.381052473855,2.83826117651,7.05,0.01,0,97.13,1.16,NA,0.82,82.01,2.75,6.9,8.77,119.04,167.6,706.86,1741.5,566.0566,7264.46477960469
Belize,2013,345707,NA,73.452,229.41138646792032,29997.704320831148,2.83847611097,6.56,0.01,0,88.84,0.85,NA,0.69,56.49,2.1,5.87,8.91,115.8,177.28,681.12,1776.8,466.6768,7194.9179052957
Belize,2014,353366,NA,73.782,239.1051234736296,29968.32577188636,2.83737114029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471.6088,7323.14470076649
Belize,2015,360926,North America,74.034,252.14096223174624,30095.12824923738,2.83754641722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461.60780000000005,7358.58229184617
Belize,2016,368399,NA,74.219,265.63605366348713,30010.83557759463,2.83683501752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340.4998,7207.00518379997
Belize,2017,375775,NA,74.365,276.74386503583185,29790.63979530963,2.83866680821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406.89,7193.63430990343
Bermuda,1990,NA,NA,75.075,110.7258134953195,27336.969331630346,3.10563519403,10.28,NA,0,14.15,9.38,0,0,0,0,0,120.49,284.28,110.48,1114.02,1276.22,422.8094,65961.4062778196
Bermuda,1991,NA,NA,75.304,109.2365857612576,26369.22755517465,3.10046246469,9.93,NA,0,10.9,7.98,0,0,0,0,0,109.44,267.28,120.2,1042.2,1362.32,378.8324,63958.8962542416
Bermuda,1992,NA,NA,75.578,109.57597668834003,26030.79932145032,3.0950751604,11.08,NA,0,11.57,9.02,0,0,0,0,0,161.19,264.56,137.88,1142.01,1477.55,528.409,64385.4074102651
Bermuda,1993,NA,NA,75.897,110.80395044865664,25831.281445487315,3.08979139615,10.02,NA,0,11.62,7.89,0,0,0,0,0,165.54,260.04,136.16,1140.3,1445.5,534.4918,65967.8500138776
Bermuda,1994,NA,NA,76.254,109.14151884568804,25125.15117375417,3.0835886769,4.95,NA,0,11.7,7.05,0,0,0,0,0,189.17,252.12,140.52,942.21,1482.15,583.2912,65904.7204209603
Bermuda,1995,NA,NA,76.637,107.20448596998244,24008.62155960643,3.0784560992700003,49.34,NA,0,11.28,8.46,0,0,0,0,0,183.68,239.44,145.84,970.74,1564.98,692.5624,68313.3818545185
Bermuda,1996,NA,NA,77.028,110.94580034713934,24016.04338893984,3.06998912143,29.5,NA,0,11.1,8.32,0,0,0,0,0,185.4,224.76,142.64,962.73,1537.87,642.0094,69643.4075205287
Bermuda,1997,NA,NA,77.411,112.45633491910492,23019.833366073155,3.05453709799,17.06,NA,0,11.1,8.32,0,0,0,0,0,163.74,247.52,130.08,990.9,1423.5,548.6302000000001,72403.8804374561
Bermuda,1998,NA,NA,77.773,115.2393109254336,22482.689677383925,3.0350787568,16.95,NA,0,12.48,8.32,0,0,0,0,0,164.1,230.92,125.16,995.67,1420.25,553.0690000000001,74677.0924239116
Bermuda,1999,NA,NA,78.108,116.90758380795968,22126.797184850784,3.01631037974,24.43,NA,0,12.29,8.19,0,0,0,0,0,149.25,218.04,115.84,925.2,1383.92,531.9984000000001,76772.3238467835
Bermuda,2000,NA,NA,78.416,119.49598824231632,22569.875970284513,2.99952819492,29.16,NA,0,12.97,8.19,0,0,0,0,0,130.89,231.56,114.84,954.63,1349.97,496.51540000000006,83181.5263421175
Bermuda,2001,NA,NA,78.705,119.94344160375012,21375.95779335395,2.98493479059,24.3,NA,0,12.97,1.65,0,0,0,0,0,98.39,228.32,111,971.82,1300.86,376.22940000000006,88231.783860841
Bermuda,2002,NA,NA,78.988,123.24575708879912,21079.117757305434,2.9697507505900003,16.97,NA,0,13.65,1.56,0,0,0,0,0,81.06,228.2,108.4,985.86,1260.54,310.2502,86364.153739107
Bermuda,2003,NA,NA,79.273,125.22009611933149,21142.775099620652,2.9550848114100003,8.98,NA,0,0.5,1.58,0,0,0,0,0,84.63,218.68,94,1007.55,1169.77,262.1906,88727.3112693061
Bermuda,2004,NA,NA,79.56,125.26355098004451,20471.6671446827,2.9394648402500003,11.19,NA,0,0.77,11.47,0,0,0,0,0,72.52,202.16,95.88,950.4,1206.56,262.8756,90195.8115646944
Bermuda,2005,NA,NA,79.847,124.8782972756373,20141.311929629566,2.92583779248,7.27,NA,0,1.25,8.78,0,0,0,0,0,71.69,213.28,100.52,995.58,1211.62,243.80520000000004,91114.0769901835
Bermuda,2006,NA,NA,80.128,127.03399214110294,19989.90639563803,2.9102536164,17.58,NA,0,1.33,5.81,0,0,0,0,0,70.14,230.68,102.4,1020.6,1236.32,259.9164,95615.3606970562
Bermuda,2007,NA,NA,80.396,128.01693049320266,19675.00187383699,2.89436265431,16.91,NA,0,1.52,4.8,0,0,0,0,0,67.88,234.24,105.2,1051.92,1234.64,249.66880000000003,98257.9926982026
Bermuda,2008,NA,NA,80.645,131.00469527818873,19450.20118065331,2.87901078581,17.66,NA,0,1.05,4.22,0,0,0,0,0,67.73,255.48,104.88,1102.41,1238.23,248.38100000000003,95855.800692618
Bermuda,2009,NA,NA,80.875,133.93042568609957,19209.140021973824,2.86479612846,15,NA,0,1.72,3.8,0,0,0,0,0,76.22,251.64,109.24,1077.57,1277.55,265.095,89961.9827443671
Bermuda,2010,NA,NA,81.087,136.45395380707762,18998.640698378305,2.85580294443,39.31,NA,0,1.49,2.98,0,0,0,0,0,37.14,230.24,111.6,1075.86,1259.3,221.74820000000005,88399.9159492493
Bermuda,2011,NA,NA,81.284,137.91975548050223,18800.21628138586,2.85054521776,15.95,NA,0,0.94,2.42,0,0,0,0,0,41.8,268.2,101.84,1071.63,1207.33,167.41400000000002,85829.3782604391
Bermuda,2012,NA,NA,81.471,141.41972969919482,18655.87717482748,2.84498813711,25.52,NA,0,1.83,4.83,0,0,0,0,0,37.98,250.84,103.84,1081.98,1212.34,192.2658,80982.367755316
Bermuda,2013,NA,NA,81.652,144.20945111583933,18578.736526289107,2.83935205583,14.77,NA,4.37,45.85,28.18,3.48,9.2,4.91,13.3,0.25,90.9,241.12,122.04,986.4,1321.44,589.648,80503.6502910788
Bermuda,2014,NA,NA,81.828,147.42106682485033,18535.56368641944,2.8327493878100003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77361.1048812589
Bermuda,2015,NA,North America,81.999,149.97244801230363,18441.25778860291,2.8295590514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77842.7539032209
Bermuda,2016,NA,NA,82.163,154.01704433255566,18336.803488436188,2.82839092871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78149.352535184
Bermuda,2017,NA,NA,82.316,157.74120151930308,18276.09789149712,2.8262925466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81834.9558735543
Brazil,1990,149003225,NA,66.343,109608.56409288864,43153.14306102032,3.53453159203,32.16,0,0,28.58,3.9,1.31,2.11,0.16,5.71,NA,16.17,117.76,145.04,701.37,1754.83,246.8466,10521.1210145068
Brazil,1991,151648007,NA,66.742,112100.25428551208,41953.20268763255,3.52975108623,31.59,0,0,39.62,3.65,1.98,1.23,0.1,6.09,NA,17.22,123.84,149.24,740.79,1763.13,278.11,10493.9283113252
Brazil,1992,154259382,NA,67.141,116700.27529591044,41164.47234800154,3.53106810336,31.56,0,0,38.86,3.55,2.43,1.4,0.09,6.14,NA,18.14,123.56,149.64,727.74,1770.06,279.9732,10268.1140980509
Brazil,1993,156849086,NA,67.539,122360.1486127486,40760.56069807875,3.53703728376,30.84,0,0,18.05,4.08,2.22,2.15,0.16,6.02,NA,18.9,125.4,152.8,713.34,1782.46,225.8308,10569.6951031084
Brazil,1994,159432717,NA,67.932,126293.4790757644,40073.39758090238,3.54495569499,31.42,0,0,11.34,4.21,2.22,2.15,0.2,7.26,NA,19.11,134.16,155.48,719.73,1808.63,213.4734,10953.1202584745
Brazil,1995,162019889,NA,68.318,129922.81574054492,39386.97830842125,3.55394933785,30.38,0,0,39.12,5.06,2.3,2.86,0.3,6.99,NA,20.79,151.96,144.64,730.98,1784.42,295.3994,11254.2631818166
Brazil,1996,164614682,NA,68.695,134111.337183163,38609.68795154696,3.61385295436,26.5,0,0,46.37,5.13,2.05,2.19,0.33,5.51,NA,19.07,155.56,158.92,739.8,1785.72,293.59100000000007,11321.3898730692
Brazil,1997,167209046,NA,69.061,138582.94136891418,37758.72402507885,3.74609320679,27.32,0,0,56.94,4.72,2.17,2.88,0.24,7.65,NA,20.64,156.04,150.72,770.76,1776.48,335.78700000000003,11524.1110690961
Brazil,1998,169785253,NA,69.419,143971.74761254343,37150.94923891139,3.9023521398,26.29,0,0,41.76,4.75,2.27,2.72,0.27,8.12,NA,19.05,154.8,153.04,782.19,1762.97,288.33020000000005,11387.6235574879
Brazil,1999,172318674,NA,69.769,149902.75236046468,36533.49646622979,4.03484212292,26.6,0,0,55.26,4.84,2.15,2.48,0.21,8.57,NA,18.56,161.52,155.64,870.3,1677.54,325.1284,11272.7068003778
Brazil,2000,174790339,NA,70.116,154542.93345444027,35723.862543004,4.09777614649,27.17,0,0,43.2,5.62,2.08,3.01,0.21,9.07,NA,19.08,165.08,152.6,897.12,1665.2,299.89300000000003,11600.9484568395
Brazil,2001,177196051,NA,70.462,159315.11359615895,34956.501014443464,4.1067345679,29.07,0,0,13.39,3.7,4.25,3.15,0.23,9.55,NA,21.28,160.72,158.24,894.42,1678.62,231.8862,11602.4996033575
Brazil,2002,179537523,NA,70.813,164140.29874629583,34283.18922722485,4.1107343491499995,29.09,0,0,39.42,3.77,4.11,3.37,0.3,9.38,NA,21.83,166.28,159.04,907.2,1694.48,304.8798,11800.8409655572
Brazil,2003,181809244,NA,71.17,169990.7913273408,33738.528212044956,4.10945589284,30.59,0,0,26.05,3.44,3.91,3.29,0.29,9.33,NA,21.89,165.96,171.72,932.67,1796.65,270.68460000000005,11786.3337522352
Brazil,2004,184006479,NA,71.531,174552.06111908567,33100.01466304361,4.10272887327,29.39,0,0,33.79,3.39,3.66,3.35,0.29,9.04,NA,21.59,169.32,165.72,946.62,1800.34,286.35740000000004,12316.3742641535
Brazil,2005,186127108,NA,71.896,177205.93654371655,32288.24876365063,4.09066386423,29.47,0,0,27.82,3.08,4.13,3.47,0.29,9.41,NA,21.7,163.32,169,921.6,1824.08,272.3012,12565.9413936417
Brazil,2006,188167353,NA,72.26,181926.18283660215,31744.56258113114,4.02739501746,30.4,0,0,32.26,3.65,3.7,4.26,0.3,10.49,NA,24.31,169.6,167.96,947.52,1810.92,299.67380000000003,12922.1554849938
Brazil,2007,190130445,NA,72.618,186945.49101838528,31261.68934617565,3.89557776026,30.78,0,0,31.81,4.3,3.36,3.79,0.31,10.82,NA,24.13,172.84,168.24,963,1801.92,299.4546,13564.9941989629
Brazil,2008,192030362,NA,72.966,191610.72445721988,30824.396251371974,3.73573007167,30.34,0,0,38.86,4.22,2.73,3.83,0.32,10.34,NA,23.89,183.6,170.72,1000.26,1823.42,313.8122,14114.9747702043
Brazil,2009,193886505,NA,73.3,196867.1225346096,30470.85546216188,3.58845359621,29.06,0,0,42.87,4.95,2.93,4.49,0.27,8.79,NA,23.77,185.96,168.2,994.68,1817.16,320.88140000000004,13962.2588783344
Brazil,2010,195713637,NA,73.619,202451.18369364613,30094.49499427197,3.49715873498,29.63,0,0,52.22,4.9,3.6,4.69,0.3,8.89,NA,25.37,194.8,171.72,1016.91,1846.57,355.104,14873.2083173363
Brazil,2011,197514541,NA,73.921,207515.0707906456,29814.55474024626,3.44954699125,31.08,0,0,58.15,5.59,4.1,4.55,0.32,9.56,NA,25.86,203.96,174.04,1041.48,1866.52,381.408,15323.3317296101
Brazil,2012,199287292,NA,74.209,211678.62530494155,29313.25290184319,3.4080681098900003,29.06,0,0,30.53,5.12,4.59,5.01,0.33,10.19,NA,23.38,205.76,168.56,1051.02,1822.66,296.5228,15478.789287159
Brazil,2013,201035904,NA,74.483,216280.77937481485,28995.09153895436,3.37192561027,28.99,0,0,16.59,4.95,4.5,4.75,0.35,9.77,NA,23.3,210.36,169.6,1059.75,1823.29,255.3406,15805.2229104458
Brazil,2014,202763744,NA,74.745,220428.8578570741,28584.93162696283,3.34201096917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285.75460000000004,15749.5121636511
Brazil,2015,204471759,South America,74.994,226647.33103359563,28227.306952971492,3.31942305089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.6988,15064.1760689478
Brazil,2016,206163056,NA,75.23,235891.39521164945,28144.742648713927,3.30464284359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253.9158,14451.1528421912
Brazil,2017,207833825,NA,75.456,244969.33736913028,27894.032866944606,3.2973675900100003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257.28600000000006,14524.6135408175
